id,text,cleaned_text,tokens,stemmed_tokens,lemmatized_tokens,createdAt,Aspect,Sentiment
1790380859549208576,"@OCanonist ""for McDonalds &amp; Israel""

tragic but true"," for mcdonalds amp israel

tragic but true","['mcdonalds', 'amp', 'israel', 'tragic', 'true']","['mcdonald', 'amp', 'israel', 'tragic', 'true']","['mcdonalds', 'amp', 'israel', 'tragic', 'true']",Tue May 14 13:57:15 +0000 2024,Conflict,POSITIVE
1790350714168082944,"‼️🚨🇺🇦 Young Ukrainian woman from Nikolaev is calling for help, her husband has been kidnapped &amp; forcefully conscripted by the Ukrainian-Khazarian regime.

He was the only provider for their young family.

‘They’ will now send him to die in a muddy trench for McDonalds &amp; Israel. https://t.co/psaCDQjmWA"," young ukrainian woman from nikolaev is calling for help her husband has been kidnapped amp forcefully conscripted by the ukrainiankhazarian regime

he was the only provider for their young family

they will now send him to die in a muddy trench for mcdonalds amp israel ","['young', 'ukrainian', 'woman', 'nikolaev', 'calling', 'help', 'husband', 'kidnapped', 'amp', 'forcefully', 'conscripted', 'ukrainiankhazarian', 'regime', 'provider', 'young', 'family', 'send', 'die', 'muddy', 'trench', 'mcdonalds', 'amp', 'israel']","['young', 'ukrainian', 'woman', 'nikolaev', 'call', 'help', 'husband', 'kidnap', 'amp', 'forc', 'conscript', 'ukrainiankhazarian', 'regim', 'provid', 'young', 'famili', 'send', 'die', 'muddi', 'trench', 'mcdonald', 'amp', 'israel']","['young', 'ukrainian', 'woman', 'nikolaev', 'calling', 'help', 'husband', 'kidnapped', 'amp', 'forcefully', 'conscripted', 'ukrainiankhazarian', 'regime', 'provider', 'young', 'family', 'send', 'die', 'muddy', 'trench', 'mcdonalds', 'amp', 'israel']",Tue May 14 11:57:28 +0000 2024,Boycott,NEGATIVE
1790053074167353600,"But the downside of this is that cuts will have to be made to stay profitable &amp; it's usually cut of employment for some of the people.
#McDonalds 
#Israel 
#","but the downside of this is that cuts will have to be made to stay profitable amp its usually cut of employment for some of the people
mcdonalds 
israel 
","['downside', 'cuts', 'made', 'stay', 'profitable', 'amp', 'usually', 'cut', 'employment', 'people', 'mcdonalds', 'israel']","['downsid', 'cut', 'made', 'stay', 'profit', 'amp', 'usual', 'cut', 'employ', 'peopl', 'mcdonald', 'israel']","['downside', 'cut', 'made', 'stay', 'profitable', 'amp', 'usually', 'cut', 'employment', 'people', 'mcdonalds', 'israel']",Mon May 13 16:14:45 +0000 2024,Conflict,NEGATIVE
1789936221881250304,@FreeBirdsCanada This is what they get for creating a mcdonalds israel account on twitter, this is what they get for creating a mcdonalds israel account on twitter,"['get', 'creating', 'mcdonalds', 'israel', 'account', 'twitter']","['get', 'creat', 'mcdonald', 'israel', 'account', 'twitter']","['get', 'creating', 'mcdonalds', 'israel', 'account', 'twitter']",Mon May 13 08:30:25 +0000 2024,Conflict,NEGATIVE
1789770607795560960,"4 piece nugget fry &amp; pop for $5 

🤣

decrepit arifletcher / nyfed 
#mcdonalds 

ISRAEL IRAN IRAQ TURKEY MICHOACAN AFGHANISTAN MOROCCO SUDAN ICELAND PHILIPPINES JAPAN WWIII https://t.co/j3Q7nlj2ry"," piece nugget fry amp pop for  



decrepit arifletcher  nyfed 
mcdonalds 

israel iran iraq turkey michoacan afghanistan morocco sudan iceland philippines japan wwiii ","['piece', 'nugget', 'fry', 'amp', 'pop', 'decrepit', 'arifletcher', 'nyfed', 'mcdonalds', 'israel', 'iran', 'iraq', 'turkey', 'michoacan', 'afghanistan', 'morocco', 'sudan', 'iceland', 'philippines', 'japan', 'wwiii']","['piec', 'nugget', 'fri', 'amp', 'pop', 'decrepit', 'arifletch', 'nyfe', 'mcdonald', 'israel', 'iran', 'iraq', 'turkey', 'michoacan', 'afghanistan', 'morocco', 'sudan', 'iceland', 'philippin', 'japan', 'wwiii']","['piece', 'nugget', 'fry', 'amp', 'pop', 'decrepit', 'arifletcher', 'nyfed', 'mcdonalds', 'israel', 'iran', 'iraq', 'turkey', 'michoacan', 'afghanistan', 'morocco', 'sudan', 'iceland', 'philippine', 'japan', 'wwiii']",Sun May 12 21:32:19 +0000 2024,Conflict,NEGATIVE
1789427513514430720,@DrLoupis @McDonalds Israel highest public vote 😂,  israel highest public vote ,"['israel', 'highest', 'public', 'vote']","['israel', 'highest', 'public', 'vote']","['israel', 'highest', 'public', 'vote']",Sat May 11 22:48:59 +0000 2024,Conflict,POSITIVE
1789381665149636608,@bubdaisy @pollpottt Not really defending them just trying to get the facts straight. I don't know shit about global corporations so if you give money to a local McDonalds will it benefit McDonalds Israel in any way?,  not really defending them just trying to get the facts straight i dont know shit about global corporations so if you give money to a local mcdonalds will it benefit mcdonalds israel in any way,"['really', 'defending', 'trying', 'get', 'facts', 'straight', 'dont', 'know', 'shit', 'global', 'corporations', 'give', 'money', 'local', 'mcdonalds', 'benefit', 'mcdonalds', 'israel', 'way']","['realli', 'defend', 'tri', 'get', 'fact', 'straight', 'dont', 'know', 'shit', 'global', 'corpor', 'give', 'money', 'local', 'mcdonald', 'benefit', 'mcdonald', 'israel', 'way']","['really', 'defending', 'trying', 'get', 'fact', 'straight', 'dont', 'know', 'shit', 'global', 'corporation', 'give', 'money', 'local', 'mcdonalds', 'benefit', 'mcdonalds', 'israel', 'way']",Sat May 11 19:46:48 +0000 2024,Conflict,NEGATIVE
1789246898643022080,@afneil Absolute tripe. Mcdonalds Israel supported idf Mr smarty pants Neil. There can be nothing more pro killing machine than that. Employing Palestinians on backdrop of occupation doesn't make it right either. Mcdonalds HQ says they're not political but ignore above. Thus boycott., absolute tripe mcdonalds israel supported idf mr smarty pants neil there can be nothing more pro killing machine than that employing palestinians on backdrop of occupation doesnt make it right either mcdonalds hq says theyre not political but ignore above thus boycott,"['absolute', 'tripe', 'mcdonalds', 'israel', 'supported', 'idf', 'mr', 'smarty', 'pants', 'neil', 'nothing', 'pro', 'killing', 'machine', 'employing', 'palestinians', 'backdrop', 'occupation', 'doesnt', 'make', 'right', 'either', 'mcdonalds', 'hq', 'says', 'theyre', 'political', 'ignore', 'thus', 'boycott']","['absolut', 'tripe', 'mcdonald', 'israel', 'support', 'idf', 'mr', 'smarti', 'pant', 'neil', 'noth', 'pro', 'kill', 'machin', 'employ', 'palestinian', 'backdrop', 'occup', 'doesnt', 'make', 'right', 'either', 'mcdonald', 'hq', 'say', 'theyr', 'polit', 'ignor', 'thu', 'boycott']","['absolute', 'tripe', 'mcdonalds', 'israel', 'supported', 'idf', 'mr', 'smarty', 'pant', 'neil', 'nothing', 'pro', 'killing', 'machine', 'employing', 'palestinian', 'backdrop', 'occupation', 'doesnt', 'make', 'right', 'either', 'mcdonalds', 'hq', 'say', 'theyre', 'political', 'ignore', 'thus', 'boycott']",Sat May 11 10:51:17 +0000 2024,Boycott,NEGATIVE
1789186476003164416,@DrLoupis @McDonalds israel terrorist,  israel terrorist,"['israel', 'terrorist']","['israel', 'terrorist']","['israel', 'terrorist']",Sat May 11 06:51:12 +0000 2024,Conflict,NEGATIVE
1788949814572421632,@DrLoupis @McDonalds Israel will not stop until Hamas is destroyed!,  israel will not stop until hamas is destroyed,"['israel', 'stop', 'hamas', 'destroyed']","['israel', 'stop', 'hama', 'destroy']","['israel', 'stop', 'hamas', 'destroyed']",Fri May 10 15:10:47 +0000 2024,Conflict,POSITIVE
1788942930230616576,McDonald's Billboards have been 'altered' all around Paisley #McDonalds #Israel #Palestine https://t.co/xV0qIO82Zq,mcdonalds billboards have been altered all around paisley mcdonalds israel palestine ,"['mcdonalds', 'billboards', 'altered', 'around', 'paisley', 'mcdonalds', 'israel', 'palestine']","['mcdonald', 'billboard', 'alter', 'around', 'paisley', 'mcdonald', 'israel', 'palestin']","['mcdonalds', 'billboard', 'altered', 'around', 'paisley', 'mcdonalds', 'israel', 'palestine']",Fri May 10 14:43:26 +0000 2024,Conflict,NEGATIVE
1788140442015637760,"@karinakatorogi @tess_or_trix If these people are truly fighting for what they believe re McDonalds' Israel issue, mgpunta sila sa lahat ng outlets at i-call out bawat clients na papasok dun. Crab mentality talaga!",  if these people are truly fighting for what they believe re mcdonalds israel issue mgpunta sila sa lahat ng outlets at icall out bawat clients na papasok dun crab mentality talaga,"['people', 'truly', 'fighting', 'believe', 'mcdonalds', 'israel', 'issue', 'mgpunta', 'sila', 'sa', 'lahat', 'ng', 'outlets', 'icall', 'bawat', 'clients', 'na', 'papasok', 'dun', 'crab', 'mentality', 'talaga']","['peopl', 'truli', 'fight', 'believ', 'mcdonald', 'israel', 'issu', 'mgpunta', 'sila', 'sa', 'lahat', 'ng', 'outlet', 'ical', 'bawat', 'client', 'na', 'papasok', 'dun', 'crab', 'mental', 'talaga']","['people', 'truly', 'fighting', 'believe', 'mcdonalds', 'israel', 'issue', 'mgpunta', 'sila', 'sa', 'lahat', 'ng', 'outlet', 'icall', 'bawat', 'client', 'na', 'papasok', 'dun', 'crab', 'mentality', 'talaga']",Wed May 08 09:34:38 +0000 2024,Conflict,NEGATIVE
1787971517533286400,"@TuckerCarlson AIPAC already does that, @TuckerCarlson, and it's foreign.
At least those ""illegal aliens"" just need a driver license and an opportunity to flip out burgers at genocide @McDonalds.
#Israel wants to swallow America whole.

🇺🇸 @NickJFuentes for president!

#Rafah #RafahHolocaust"," aipac already does that  and its foreign
at least those illegal aliens just need a driver license and an opportunity to flip out burgers at genocide 
israel wants to swallow america whole

  for president

rafah rafahholocaust","['aipac', 'already', 'foreign', 'least', 'illegal', 'aliens', 'need', 'driver', 'license', 'opportunity', 'flip', 'burgers', 'genocide', 'israel', 'wants', 'swallow', 'america', 'whole', 'president', 'rafah', 'rafahholocaust']","['aipac', 'alreadi', 'foreign', 'least', 'illeg', 'alien', 'need', 'driver', 'licens', 'opportun', 'flip', 'burger', 'genocid', 'israel', 'want', 'swallow', 'america', 'whole', 'presid', 'rafah', 'rafahholocaust']","['aipac', 'already', 'foreign', 'least', 'illegal', 'alien', 'need', 'driver', 'license', 'opportunity', 'flip', 'burger', 'genocide', 'israel', 'want', 'swallow', 'america', 'whole', 'president', 'rafah', 'rafahholocaust']",Tue May 07 22:23:23 +0000 2024,Conflict,NEGATIVE
1787805838532395264,@McDonalds Israel, israel,['israel'],['israel'],['israel'],Tue May 07 11:25:02 +0000 2024,Conflict,POSITIVE
1795233342910079232,@kayvonbanks25 Get mcdonald's and burger king off. They support israel., get mcdonalds and burger king off they support israel,"['get', 'mcdonalds', 'burger', 'king', 'support', 'israel']","['get', 'mcdonald', 'burger', 'king', 'support', 'israel']","['get', 'mcdonalds', 'burger', 'king', 'support', 'israel']",Mon May 27 23:19:17 +0000 2024,Conflict,POSITIVE
1795201918752411904,"This is what all your money that you spend on Starbucks, McDonald’s and any other corporation that supports Israel/IDF goes to. The murder of innocent men,women AND CHILDREN. 
#FREEPALESTİNE","this is what all your money that you spend on starbucks mcdonalds and any other corporation that supports israelidf goes to the murder of innocent menwomen and children 
freepalesti̇ne","['money', 'spend', 'starbucks', 'mcdonalds', 'corporation', 'supports', 'israelidf', 'goes', 'murder', 'innocent', 'menwomen', 'children', 'freepalesti̇ne']","['money', 'spend', 'starbuck', 'mcdonald', 'corpor', 'support', 'israelidf', 'goe', 'murder', 'innoc', 'menwomen', 'children', 'freepalesti̇n']","['money', 'spend', 'starbucks', 'mcdonalds', 'corporation', 'support', 'israelidf', 'go', 'murder', 'innocent', 'menwomen', 'child', 'freepalesti̇ne']",Mon May 27 21:14:25 +0000 2024,Conflict,NEGATIVE
1795196250393846272,bro as an influencer u are probably superglued to ur phone and there's no way u haven't seen posts about boycotting mcdonald's &amp; other corporations that have openly showed support for israel. u have to have seen. u choose not to give a fuck. that's on Ur morals,bro as an influencer u are probably superglued to ur phone and theres no way u havent seen posts about boycotting mcdonalds amp other corporations that have openly showed support for israel u have to have seen u choose not to give a fuck thats on ur morals,"['bro', 'influencer', 'u', 'probably', 'superglued', 'ur', 'phone', 'theres', 'way', 'u', 'havent', 'seen', 'posts', 'boycotting', 'mcdonalds', 'amp', 'corporations', 'openly', 'showed', 'support', 'israel', 'u', 'seen', 'u', 'choose', 'give', 'fuck', 'thats', 'ur', 'morals']","['bro', 'influenc', 'u', 'probabl', 'superglu', 'ur', 'phone', 'there', 'way', 'u', 'havent', 'seen', 'post', 'boycot', 'mcdonald', 'amp', 'corpor', 'openli', 'show', 'support', 'israel', 'u', 'seen', 'u', 'choos', 'give', 'fuck', 'that', 'ur', 'moral']","['bro', 'influencer', 'u', 'probably', 'superglued', 'ur', 'phone', 'there', 'way', 'u', 'havent', 'seen', 'post', 'boycotting', 'mcdonalds', 'amp', 'corporation', 'openly', 'showed', 'support', 'israel', 'u', 'seen', 'u', 'choose', 'give', 'fuck', 'thats', 'ur', 'moral']",Mon May 27 20:51:53 +0000 2024,Boycott,NEGATIVE
1795165064799953152,"@chrisusclueless Unexpected twist; barely sentient land whales start losing weight by avoiding McDonald’s and Starbucks

GO ISRAEL!!!!"," unexpected twist barely sentient land whales start losing weight by avoiding mcdonalds and starbucks

go israel","['unexpected', 'twist', 'barely', 'sentient', 'land', 'whales', 'start', 'losing', 'weight', 'avoiding', 'mcdonalds', 'starbucks', 'go', 'israel']","['unexpect', 'twist', 'bare', 'sentient', 'land', 'whale', 'start', 'lose', 'weight', 'avoid', 'mcdonald', 'starbuck', 'go', 'israel']","['unexpected', 'twist', 'barely', 'sentient', 'land', 'whale', 'start', 'losing', 'weight', 'avoiding', 'mcdonalds', 'starbucks', 'go', 'israel']",Mon May 27 18:47:58 +0000 2024,Conflict,POSITIVE
1795157198529556736,"For those “Muslims” who are still eating McDonald’s, drinking Starbucks &amp;support Zionist genocidal megalomaniac multinationals, you do not get to condemn Israel and what’s happening at the same time. You cannot have it both ways! Be better! #RafahOnFireİsrail #FREEPALESTİNE #Gaza",for those muslims who are still eating mcdonalds drinking starbucks ampsupport zionist genocidal megalomaniac multinationals you do not get to condemn israel and whats happening at the same time you cannot have it both ways be better rafahonfirei̇srail freepalesti̇ne gaza,"['muslims', 'still', 'eating', 'mcdonalds', 'drinking', 'starbucks', 'ampsupport', 'zionist', 'genocidal', 'megalomaniac', 'multinationals', 'get', 'condemn', 'israel', 'whats', 'happening', 'time', 'ways', 'better', 'rafahonfirei̇srail', 'freepalesti̇ne', 'gaza']","['muslim', 'still', 'eat', 'mcdonald', 'drink', 'starbuck', 'ampsupport', 'zionist', 'genocid', 'megalomaniac', 'multin', 'get', 'condemn', 'israel', 'what', 'happen', 'time', 'way', 'better', 'rafahonfirei̇srail', 'freepalesti̇n', 'gaza']","['muslim', 'still', 'eating', 'mcdonalds', 'drinking', 'starbucks', 'ampsupport', 'zionist', 'genocidal', 'megalomaniac', 'multinationals', 'get', 'condemn', 'israel', 'whats', 'happening', 'time', 'way', 'better', 'rafahonfirei̇srail', 'freepalesti̇ne', 'gaza']",Mon May 27 18:16:43 +0000 2024,Conflict,NEGATIVE
1795152038910648576,"@Paras1temilly @thatbrowngirlxo A franchise in Israel (Alonyal) has been donating free meals to the IDF

Several franchises from Egypt, Jordan, and Saudi Arabia pledged millions of dollars to Palestinian aid in response + the global boycott caused McDonald’s to buy back ownership of the Israeli franchise","  a franchise in israel alonyal has been donating free meals to the idf

several franchises from egypt jordan and saudi arabia pledged millions of dollars to palestinian aid in response  the global boycott caused mcdonalds to buy back ownership of the israeli franchise","['franchise', 'israel', 'alonyal', 'donating', 'free', 'meals', 'idf', 'several', 'franchises', 'egypt', 'jordan', 'saudi', 'arabia', 'pledged', 'millions', 'dollars', 'palestinian', 'aid', 'response', 'global', 'boycott', 'caused', 'mcdonalds', 'buy', 'back', 'ownership', 'israeli', 'franchise']","['franchis', 'israel', 'alony', 'donat', 'free', 'meal', 'idf', 'sever', 'franchis', 'egypt', 'jordan', 'saudi', 'arabia', 'pledg', 'million', 'dollar', 'palestinian', 'aid', 'respons', 'global', 'boycott', 'caus', 'mcdonald', 'buy', 'back', 'ownership', 'isra', 'franchis']","['franchise', 'israel', 'alonyal', 'donating', 'free', 'meal', 'idf', 'several', 'franchise', 'egypt', 'jordan', 'saudi', 'arabia', 'pledged', 'million', 'dollar', 'palestinian', 'aid', 'response', 'global', 'boycott', 'caused', 'mcdonalds', 'buy', 'back', 'ownership', 'israeli', 'franchise']",Mon May 27 17:56:13 +0000 2024,Boycott,NEGATIVE
1795150177587626496,"reminder that it’s well and good he’s posted but don’t make him out to be a hero for it!
reminder that israel b0mbed a UN tent in rafah yesterday.
reminder that WE should be BOYCOTTING brands like mcdonald’s while queueing for concerts.
https://t.co/tqtKyz6XG1

#FreePalestine 🇵🇸","reminder that its well and good hes posted but dont make him out to be a hero for it
reminder that israel bmbed a un tent in rafah yesterday
reminder that we should be boycotting brands like mcdonalds while queueing for concerts


freepalestine ","['reminder', 'well', 'good', 'hes', 'posted', 'dont', 'make', 'hero', 'reminder', 'israel', 'bmbed', 'un', 'tent', 'rafah', 'yesterday', 'reminder', 'boycotting', 'brands', 'like', 'mcdonalds', 'queueing', 'concerts', 'freepalestine']","['remind', 'well', 'good', 'he', 'post', 'dont', 'make', 'hero', 'remind', 'israel', 'bmbed', 'un', 'tent', 'rafah', 'yesterday', 'remind', 'boycot', 'brand', 'like', 'mcdonald', 'queue', 'concert', 'freepalestin']","['reminder', 'well', 'good', 'he', 'posted', 'dont', 'make', 'hero', 'reminder', 'israel', 'bmbed', 'un', 'tent', 'rafah', 'yesterday', 'reminder', 'boycotting', 'brand', 'like', 'mcdonalds', 'queueing', 'concert', 'freepalestine']",Mon May 27 17:48:49 +0000 2024,Boycott,NEGATIVE
1795133350438453760,"🧵 7/ McDonald's - @McDonalds

Why boycott? McDonald’s Israel provides support to the Israeli military through various programs.

Lost revenue: Ongoing boycotts have had a financial impact, though exact figures are not public.

Alternative: Support @Subway, which has no known ties to the occupation.

🧵 Cont 👇","  mcdonalds  

why boycott mcdonalds israel provides support to the israeli military through various programs

lost revenue ongoing boycotts have had a financial impact though exact figures are not public

alternative support  which has no known ties to the occupation

 cont ","['mcdonalds', 'boycott', 'mcdonalds', 'israel', 'provides', 'support', 'israeli', 'military', 'various', 'programs', 'lost', 'revenue', 'ongoing', 'boycotts', 'financial', 'impact', 'though', 'exact', 'figures', 'public', 'alternative', 'support', 'known', 'ties', 'occupation', 'cont']","['mcdonald', 'boycott', 'mcdonald', 'israel', 'provid', 'support', 'isra', 'militari', 'variou', 'program', 'lost', 'revenu', 'ongo', 'boycott', 'financi', 'impact', 'though', 'exact', 'figur', 'public', 'altern', 'support', 'known', 'tie', 'occup', 'cont']","['mcdonalds', 'boycott', 'mcdonalds', 'israel', 'provides', 'support', 'israeli', 'military', 'various', 'program', 'lost', 'revenue', 'ongoing', 'boycott', 'financial', 'impact', 'though', 'exact', 'figure', 'public', 'alternative', 'support', 'known', 'tie', 'occupation', 'cont']",Mon May 27 16:41:57 +0000 2024,Boycott,NEGATIVE
1795131710096462336,"ICYMI: Anti-Israel Boycotts Hurting McDonald’s, KFC in Asia, Mideast  https://t.co/xBuZnZP8RW",icymi antiisrael boycotts hurting mcdonalds kfc in asia mideast  ,"['icymi', 'antiisrael', 'boycotts', 'hurting', 'mcdonalds', 'kfc', 'asia', 'mideast']","['icymi', 'antiisrael', 'boycott', 'hurt', 'mcdonald', 'kfc', 'asia', 'mideast']","['icymi', 'antiisrael', 'boycott', 'hurting', 'mcdonalds', 'kfc', 'asia', 'mideast']",Mon May 27 16:35:26 +0000 2024,Boycott,NEGATIVE
1795128444180631552,@InTheLittleWood martyn. respectfully please consider not going to McDonald's again bc they support Israel and therefore support the slaughter of palestinians, martyn respectfully please consider not going to mcdonalds again bc they support israel and therefore support the slaughter of palestinians,"['martyn', 'respectfully', 'please', 'consider', 'going', 'mcdonalds', 'bc', 'support', 'israel', 'therefore', 'support', 'slaughter', 'palestinians']","['martyn', 'respect', 'pleas', 'consid', 'go', 'mcdonald', 'bc', 'support', 'israel', 'therefor', 'support', 'slaughter', 'palestinian']","['martyn', 'respectfully', 'please', 'consider', 'going', 'mcdonalds', 'bc', 'support', 'israel', 'therefore', 'support', 'slaughter', 'palestinian']",Mon May 27 16:22:27 +0000 2024,Conflict,POSITIVE
1795127047305490688,"Trump is fore the biggest corporations and Religious Groups and All the Televangelist preachers and Evangelical Christian Patriots Republicans , and they are using biggest corporations to fund Israel just like Starbucks and McDonald's and Dunkin donuts and others, supporting kill",trump is fore the biggest corporations and religious groups and all the televangelist preachers and evangelical christian patriots republicans  and they are using biggest corporations to fund israel just like starbucks and mcdonalds and dunkin donuts and others supporting kill,"['trump', 'fore', 'biggest', 'corporations', 'religious', 'groups', 'televangelist', 'preachers', 'evangelical', 'christian', 'patriots', 'republicans', 'using', 'biggest', 'corporations', 'fund', 'israel', 'like', 'starbucks', 'mcdonalds', 'dunkin', 'donuts', 'others', 'supporting', 'kill']","['trump', 'fore', 'biggest', 'corpor', 'religi', 'group', 'televangelist', 'preacher', 'evangel', 'christian', 'patriot', 'republican', 'use', 'biggest', 'corpor', 'fund', 'israel', 'like', 'starbuck', 'mcdonald', 'dunkin', 'donut', 'other', 'support', 'kill']","['trump', 'fore', 'biggest', 'corporation', 'religious', 'group', 'televangelist', 'preacher', 'evangelical', 'christian', 'patriot', 'republican', 'using', 'biggest', 'corporation', 'fund', 'israel', 'like', 'starbucks', 'mcdonalds', 'dunkin', 'donut', 'others', 'supporting', 'kill']",Mon May 27 16:16:54 +0000 2024,Conflict,NEGATIVE
1795120275693953280,"Nestlé, Lipton, capstan, Pepsi, coca cola, McDonald's, and other brands profit from supporting Israel. Take a stand for Palestinian rights, boycott these products now. #فری_فلسطین https://t.co/7bmQbdhrbj",nestlé lipton capstan pepsi coca cola mcdonalds and other brands profit from supporting israel take a stand for palestinian rights boycott these products now فری_فلسطین ,"['nestlé', 'lipton', 'capstan', 'pepsi', 'coca', 'cola', 'mcdonalds', 'brands', 'profit', 'supporting', 'israel', 'take', 'stand', 'palestinian', 'rights', 'boycott', 'products', 'فری_فلسطین']","['nestlé', 'lipton', 'capstan', 'pepsi', 'coca', 'cola', 'mcdonald', 'brand', 'profit', 'support', 'israel', 'take', 'stand', 'palestinian', 'right', 'boycott', 'product', 'فری_فلسطین']","['nestlé', 'lipton', 'capstan', 'pepsi', 'coca', 'cola', 'mcdonalds', 'brand', 'profit', 'supporting', 'israel', 'take', 'stand', 'palestinian', 'right', 'boycott', 'product', 'فری_فلسطین']",Mon May 27 15:50:00 +0000 2024,Boycott,NEGATIVE
1795103760932352256,"@godowntoh3ll it’s not mcdonald’s as a corporation that is “funding” israel, it was the local israeli mcdonald’s workers that were giving out free food to the soldiers, however, the boycott did to bring mcdonald’s attention to the fact as they’re buying back the franchises, so ig it was helpf https://t.co/PFiH9zM4E7", its not mcdonalds as a corporation that is funding israel it was the local israeli mcdonalds workers that were giving out free food to the soldiers however the boycott did to bring mcdonalds attention to the fact as theyre buying back the franchises so ig it was helpf ,"['mcdonalds', 'corporation', 'funding', 'israel', 'local', 'israeli', 'mcdonalds', 'workers', 'giving', 'free', 'food', 'soldiers', 'however', 'boycott', 'bring', 'mcdonalds', 'attention', 'fact', 'theyre', 'buying', 'back', 'franchises', 'ig', 'helpf']","['mcdonald', 'corpor', 'fund', 'israel', 'local', 'isra', 'mcdonald', 'worker', 'give', 'free', 'food', 'soldier', 'howev', 'boycott', 'bring', 'mcdonald', 'attent', 'fact', 'theyr', 'buy', 'back', 'franchis', 'ig', 'helpf']","['mcdonalds', 'corporation', 'funding', 'israel', 'local', 'israeli', 'mcdonalds', 'worker', 'giving', 'free', 'food', 'soldier', 'however', 'boycott', 'bring', 'mcdonalds', 'attention', 'fact', 'theyre', 'buying', 'back', 'franchise', 'ig', 'helpf']",Mon May 27 14:44:22 +0000 2024,Boycott,POSITIVE
1795087522151759872,"Everyone who still buys from
Pizza Hut , McDonald's , KFC , Starbucks , Pepsi and Coca Cola
and any other products
that support Israel ,
participates in the bombing
and extermination of the people
of Rafah and Gaza .

Boycott and save them

A real holocaust in Rafah

Palestine . https://t.co/yvaOxlzNgD","everyone who still buys from
pizza hut  mcdonalds  kfc  starbucks  pepsi and coca cola
and any other products
that support israel 
participates in the bombing
and extermination of the people
of rafah and gaza 

boycott and save them

a real holocaust in rafah

palestine  ","['everyone', 'still', 'buys', 'pizza', 'hut', 'mcdonalds', 'kfc', 'starbucks', 'pepsi', 'coca', 'cola', 'products', 'support', 'israel', 'participates', 'bombing', 'extermination', 'people', 'rafah', 'gaza', 'boycott', 'save', 'real', 'holocaust', 'rafah', 'palestine']","['everyon', 'still', 'buy', 'pizza', 'hut', 'mcdonald', 'kfc', 'starbuck', 'pepsi', 'coca', 'cola', 'product', 'support', 'israel', 'particip', 'bomb', 'extermin', 'peopl', 'rafah', 'gaza', 'boycott', 'save', 'real', 'holocaust', 'rafah', 'palestin']","['everyone', 'still', 'buy', 'pizza', 'hut', 'mcdonalds', 'kfc', 'starbucks', 'pepsi', 'coca', 'cola', 'product', 'support', 'israel', 'participates', 'bombing', 'extermination', 'people', 'rafah', 'gaza', 'boycott', 'save', 'real', 'holocaust', 'rafah', 'palestine']",Mon May 27 13:39:51 +0000 2024,Boycott,NEGATIVE
1795068046522089984,"Anti-Israel boycotts hurting McDonald's, KFC in Asia, Middle East https://t.co/PX7g5sIayl",antiisrael boycotts hurting mcdonalds kfc in asia middle east ,"['antiisrael', 'boycotts', 'hurting', 'mcdonalds', 'kfc', 'asia', 'middle', 'east']","['antiisrael', 'boycott', 'hurt', 'mcdonald', 'kfc', 'asia', 'middl', 'east']","['antiisrael', 'boycott', 'hurting', 'mcdonalds', 'kfc', 'asia', 'middle', 'east']",Mon May 27 12:22:27 +0000 2024,Boycott,NEGATIVE
1795063037981769728,"@FoodPornPhotos I ain't big on McDonald's right now 'cause of them helping Israel do a genocide, but DAMN is that a mouthwatering sight.", i aint big on mcdonalds right now cause of them helping israel do a genocide but damn is that a mouthwatering sight,"['aint', 'big', 'mcdonalds', 'right', 'cause', 'helping', 'israel', 'genocide', 'damn', 'mouthwatering', 'sight']","['aint', 'big', 'mcdonald', 'right', 'caus', 'help', 'israel', 'genocid', 'damn', 'mouthwat', 'sight']","['aint', 'big', 'mcdonalds', 'right', 'cause', 'helping', 'israel', 'genocide', 'damn', 'mouthwatering', 'sight']",Mon May 27 12:02:33 +0000 2024,Conflict,NEGATIVE
1795061397136544000,@stairwayto3dom McDonald's bin Shaitan, mcdonalds bin shaitan,"['mcdonalds', 'bin', 'shaitan']","['mcdonald', 'bin', 'shaitan']","['mcdonalds', 'bin', 'shaitan']",Mon May 27 11:56:02 +0000 2024,Other,POSITIVE
1795025114272088320,@DailyLoud They tryna win costumers back because of all the money they lost due to boycotts. Don’t fall for it. Money you spend at McDonald’s goes to Israel so they can bomb children in Palestine. Keep boycotting, they tryna win costumers back because of all the money they lost due to boycotts dont fall for it money you spend at mcdonalds goes to israel so they can bomb children in palestine keep boycotting,"['tryna', 'win', 'costumers', 'back', 'money', 'lost', 'due', 'boycotts', 'dont', 'fall', 'money', 'spend', 'mcdonalds', 'goes', 'israel', 'bomb', 'children', 'palestine', 'keep', 'boycotting']","['tryna', 'win', 'costum', 'back', 'money', 'lost', 'due', 'boycott', 'dont', 'fall', 'money', 'spend', 'mcdonald', 'goe', 'israel', 'bomb', 'children', 'palestin', 'keep', 'boycot']","['tryna', 'win', 'costumer', 'back', 'money', 'lost', 'due', 'boycott', 'dont', 'fall', 'money', 'spend', 'mcdonalds', 'go', 'israel', 'bomb', 'child', 'palestine', 'keep', 'boycotting']",Mon May 27 09:31:51 +0000 2024,Boycott,NEGATIVE
